Shift,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,status,Year,Month,Day,Hour,DayOfWeek,IsWeekend,Lag1_Time,Lag2_Time,Failure,time_between_failure,time_between_failure_minutes
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,9,29,3,4,False,,,0,,
John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,5.0,Layer sweep jammed - op moved,17.0,Short Stop,2023,7,21,3,4,False,,,1,669 days 07:06:00,963786.0
Strongbow/Yellow,no failure,De-palletiser,Layer Sweep Assembly,Fault not listed,5.0,Layer sweep jammed - op moved,17.0,Short Stop,2021,5,8,7,5,True,5.0,,0,,
Fosters/Green,no failure,De-palletiser,Layer Sweep Assembly,Fault not listed,5.0,Layer sweep jammed - op moved,17.0,Short Stop,2021,9,7,13,1,False,5.0,5.0,0,,
John Smiths/Pink,no failure,De-palletiser,Layer Sweep Assembly,Fault not listed,5.0,Layer sweep jammed - op moved,17.0,Short Stop,2022,12,30,19,4,False,5.0,5.0,0,,
Heineken/Orange,no failure,De-palletiser,Layer Sweep Assembly,Fault not listed,5.0,Layer sweep jammed - op moved,18.0,Short Stop,2022,1,17,12,0,False,5.0,5.0,0,,
Fosters/Green,no failure,De-palletiser,Layer Sweep Assembly,Fault not listed,5.0,Layer sweep jammed - op moved,17.0,Short Stop,2021,11,23,16,1,False,5.0,5.0,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,6,29,14,3,False,5.0,5.0,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,4,10,22,6,True,,5.0,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,8,17,6,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,9,20,14,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,9,21,20,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,2,17,11,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,11,8,13,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,2,26,22,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,12,21,13,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,4,6,9,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,7,11,16,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,12,11,0,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,12,12,9,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,5,24,19,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,7,21,2,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,11,16,13,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,7,16,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,8,7,18,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,9,1,14,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,9,5,17,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,8,22,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,2,24,5,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,9,12,13,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,4,12,4,1,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,7,14,12,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,11,13,12,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,11,30,16,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,12,9,21,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,6,19,9,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,4,23,13,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,2,4,14,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,6,3,18,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,5,8,22,5,True,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,1,27,15,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,9,4,19,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,7,7,13,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,4,20,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,12,22,11,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,17,14,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,8,30,13,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,8,23,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,1,27,1,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,7,1,1,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,8,3,20,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,11,29,19,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2024,1,22,17,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,18,5,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,10,29,1,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,3,25,1,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,8,21,12,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,9,20,11,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,24,23,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,7,1,14,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,13,3,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,3,12,15,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,7,29,20,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,7,1,11,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,4,24,6,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,8,24,12,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,12,21,4,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,10,1,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2024,1,5,10,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,1,17,23,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,11,26,12,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,1,11,21,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,5,14,16,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,2,28,20,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,8,14,16,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,12,16,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,4,25,18,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,1,5,23,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,5,23,2,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,12,9,6,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,11,20,0,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,3,13,6,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,3,29,0,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,7,16,0,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,7,8,6,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,9,15,4,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2022,2,24,1,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,5,22,10,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,4,29,12,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,9,29,9,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,1,5,15,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,12,11,2,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,8,15,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,1,3,18,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2024,1,21,18,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,11,27,17,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,6,8,11,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,10,4,17,0,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,18.0,,2024,3,29,10,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,15,19,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,5,13,10,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,6,3,14,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,9,27,2,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,10,12,18,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,10,24,20,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,4,16,22,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,11,24,12,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,8,24,23,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,18,10,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,7,31,3,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,8,4,18,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,12,12,4,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,8,16,17,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,12,20,15,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,10,30,3,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,7,29,4,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,6,21,4,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,4,24,5,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,8,29,0,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,4,1,8,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,2,11,9,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,4,10,22,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,12,14,2,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,8,8,19,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,7,29,15,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,5,13,7,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,5,12,17,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,6,1,2,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2021,5,20,13,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,7,30,19,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,6,25,22,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,18,14,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,9,29,20,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,3,20,9,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,15,10,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,8,2,1,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,7,15,2,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,4,22,10,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,12,20,20,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,11,11,6,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,4,4,5,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,3,2,13,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,7,9,12,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,6,23,18,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,4,26,13,2,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2021,7,2,1,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,7,17,7,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,12,17,0,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,12,22,2,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,9,19,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,14,23,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,11,4,22,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,1,23,3,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,14,22,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,9,30,9,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2021,7,3,4,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,10,18,11,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,5,2,10,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,11,19,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,6,13,17,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,3,12,9,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,3,1,16,1,False,,,0,,
Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",18.0,Breakdown,2021,7,23,22,4,False,,,1,-728 days +19:51:00,-1047129.0
Heineken/Orange,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",17.0,Breakdown,2023,11,20,5,0,False,17.0,,0,,
Fosters/Green,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",18.0,Breakdown,2022,5,9,19,0,False,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",18.0,Breakdown,2023,2,23,1,3,False,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",17.0,Breakdown,2021,12,27,20,0,False,17.0,17.0,0,,
Heineken/Orange,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",17.0,Breakdown,2024,1,14,2,6,True,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",17.0,Breakdown,2022,6,5,14,6,True,17.0,17.0,0,,
John Smiths/Pink,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",17.0,Breakdown,2023,3,12,2,6,True,17.0,17.0,0,,
Strongbow/Yellow,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",17.0,Breakdown,2022,2,25,16,4,False,17.0,17.0,0,,
Strongbow/Yellow,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",17.0,Breakdown,2022,5,27,23,4,False,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",17.0,Breakdown,2022,11,9,19,2,False,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",18.0,Breakdown,2022,3,7,22,0,False,17.0,17.0,0,,
John Smiths/Pink,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",17.0,Breakdown,2023,8,2,14,2,False,17.0,17.0,0,,
Strongbow/Yellow,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",18.0,Breakdown,2023,11,2,19,3,False,17.0,17.0,0,,
John Smiths/Pink,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",17.0,Breakdown,2022,12,9,1,4,False,17.0,17.0,0,,
Heineken/Orange,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",17.0,Breakdown,2022,10,21,8,4,False,17.0,17.0,0,,
Strongbow/Yellow,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",18.0,Breakdown,2021,8,4,14,2,False,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,Top frame removal assembly,Dropped top frame,17.0,"Top frame dropped into lift,operator had to go in and remove .",18.0,Breakdown,2021,6,18,6,4,False,17.0,17.0,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,7,8,13,5,True,17.0,17.0,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,4,28,13,6,True,,17.0,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,3,4,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,11,14,3,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,10,6,2,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,13,22,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,10,16,10,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,11,3,11,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,9,27,3,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,10,6,8,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,1,31,2,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,6,24,19,5,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,11,4,13,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,9,19,0,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2024,4,20,15,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,6,22,15,2,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,11,17,21,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,1,29,19,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,1,19,13,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,4,5,11,4,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,9,13,4,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,1,4,4,2,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,7,6,20,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,1,1,17,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,4,28,14,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,2,7,16,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,7,5,0,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2021,11,21,4,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2022,7,21,5,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2024,2,10,3,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,4,25,6,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,5,23,12,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,12,19,14,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,11,6,0,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,12,18,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,6,23,2,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2024,2,26,10,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,11,4,18,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,6,19,7,0,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,4,29,10,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,10,3,7,0,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,7,3,20,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,10,8,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,8,31,19,1,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,11,25,3,5,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,9,26,5,6,True,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2024,2,25,7,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2024,1,16,16,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,2,22,18,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,12,18,8,6,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2023,12,6,17,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2023,12,5,4,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2023,5,7,22,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,6,24,15,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,10,21,5,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2021,9,6,10,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,8,8,17,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,3,25,7,4,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2024,3,10,17,6,True,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,12,20,3,1,False,,,0,,
John Smiths/Yellow,no failure,De-palletiser,,,,,18.0,,2024,3,22,13,4,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2023,3,13,6,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2022,2,10,9,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2023,4,8,11,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,5,4,14,2,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,4,7,7,3,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2021,10,2,17,5,True,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,17.0,,2021,7,31,19,5,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,7,20,7,3,False,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,1,20,16,3,False,,,0,,
Strongbow/Yellow,no failure,De-palletiser,,,,,18.0,,2022,7,10,18,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,17.0,,2022,5,6,0,4,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,1,2,22,0,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,18.0,,2022,3,31,15,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,9,7,5,1,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2022,9,15,2,3,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2023,3,26,0,6,True,,,0,,
John Smiths/Pink,no failure,De-palletiser,,,,,18.0,,2023,1,9,6,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,18.0,,2023,10,2,10,0,False,,,0,,
Heineken/Orange,no failure,De-palletiser,,,,,17.0,,2022,6,7,23,1,False,,,0,,
Fosters/Green,no failure,De-palletiser,,,,,17.0,,2021,6,19,11,5,True,,,0,,
