Index,Shift,Incident,Machine,Area / Cause,Reason / Fault,Time (minutes),Comments,Line No,MachineStopType
821085,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,18.0,,18,Short Stop
821318,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,10.0,MB Layer pad table not returning.,18,Short Stop
821334,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,4.0,dropped frame and can jammed the pallet,18,Short Stop
821381,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,9.0,out of sync,18,Short Stop
821511,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,12.0,MB Banding caught round the base of two pallets had to enter the machine.,18,Short Stop
821523,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,15.0,pallet came off track had to drive back manaully and re position correctly,18,Short Stop
821535,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,6.0,light  guard tripped,18,Short Stop
821601,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,19.0,Infeed conveyors out of synch,18,Short Stop
821624,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,8.0,light guard tripped due to plt discharge plts trapped,18,Short Stop
821641,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,10.0,,18,Breakdown
821936,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,20.0,Large Layer Sweep Crash. Assisting De-Pal Op clearing damaged cans from in and around area. Having to let cans build up before re-starting.,18,Breakdown
821946,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,20.0,"layer pads  not being sent out due to reflector out of alignment,re aligned reflector",18,Breakdown
821948,Fosters/Green,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,15.0,empty pallet jammed due to damaged can jammed in chain conveyor,18,Breakdown
822626,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Lightguard,8.0,Op resetting - allowing cans to build back up before restarting.,18,Short Stop
822688,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,12.0,tripped  light guard,18,Short Stop
822774,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Light guard - debanding station,15.0,JB Craft reset the light sensors - back in production,18,Breakdown
822783,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Fallen / Jammed cans,9.0,blocking pallet entering lift,18,Short Stop
822894,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,2.0,jammed pallets on outfeed- op had to remove and reset machine,18,Short Stop
823248,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Sensor failure,15.0,sensor fault- crafts investigating,18,Short Stop
823481,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,9.0,Layer card dragged onto conveyor,18,Short Stop
823521,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,12.0,Layer pad fallen into conveyors,18,Short Stop
823932,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,4.0,Can Conveyor Gapping Sensor activated - Damaged Cans - DePal Op removing.,18,Short Stop
824098,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Light guard - debanding station,6.0,,18,Short Stop
824374,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,4.0,layer card table not coming back,18,Short Stop
824375,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,5.0,issues with layer card table not coming back,18,Short Stop
824376,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Sensor failure,17.0,layer card fell down lift,18,Short Stop
824452,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,10.0,Light guard tripped and wound not reset,18,Short Stop
824459,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,3.0,Light guard tripped,18,Short Stop
825032,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,8.0,LAYERPAD TRANSFER STUCK,18,Short Stop
825092,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,10.0,pallet stuck in the lift,18,Short Stop
825120,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Sensor mis-alignned,4.0,light barrier tripped,18,Short Stop
825372,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,8.0,,18,Short Stop
825406,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Light guard tripped,9.0,issues with light barrier on infeed,18,Short Stop
825409,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,6.0,MB Light guard sensor re alignment. Crafts in attendance.,18,Breakdown
825450,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,15.0,MB Empty pallet stack jammed in the lift.,18,Short Stop
825498,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Sensor failure,14.0,sensor dropped off can infeed conveyors,18,Breakdown
825504,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,5.0,,18,Short Stop
825655,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,9.0,damaged top frame smash,18,Short Stop
825658,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,18.0,"top frame staying on pallet entering the lift,instead of being removed before hand at top frame removal station,crafts in attendance and have re-aligned all sensors",18,Short Stop
825678,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Chain/ Drive,21.0,"chain has come its sprocket on infeed conveyor,crafts in attendance",18,Short Stop
825690,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,13.0,MB Layer card stack dropped down the lift shaft.,18,Short Stop
826118,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Light guard - debanding station,17.0,Light barrier tripped out,18,Short Stop
826126,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Light guard - debanding station,12.0,Sensor fault on Light barrier tripped out,18,Short Stop
826306,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,9.0,dead plate issues after sweeper arm bolt sheared off re fitted,18,Short Stop
826435,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Sensor dirty/ misaligned,36.0,Sprocket out of place on conveyor feed - being investigated by crafts,18,Short Stop
826468,Strongbow/Yellow,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,27.0,MB Nylon guide strip twisted into the sweep mechanism. Crafts in attendance.,18,Breakdown
826485,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Fault not listed,8.0,JB Light guard on pallet outfeed needed resetting,18,Breakdown
826527,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Fault not listed,7.0,pallet stuck on infeed- op had to move pallets back and reset machine,18,Short Stop
826647,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,7.0,Layer pad take off failing to retract,18,Short Stop
826693,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Fault not listed,14.0,JB Layer card stuck under swept cans,18,Short Stop
826761,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,3.0,Dropped layer pad in lift,18,Short Stop
826819,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,15.0,,18,Short Stop
826904,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,8.0,Light Guard Sensor on Inlet of Empty Can Pallets knocked out of alignment whilst loading.. Held off until resolved.,18,Short Stop
826995,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,6.0,pallets jammed,18,Short Stop
827002,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,15.0,light guard tripping out on infeed sensor had loose connection Craft refitted connection,18,Breakdown
827123,John Smiths/Pink,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,5.0,,18,Short Stop
827246,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,9.0,Layer card jammed on suckers damaged top layer took all damaged cans off,18,Breakdown
827258,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,14.0,Line stopped top allow Craft to inspect air leak on De-Pal.,18,Short Stop
827267,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,33.0,Layer Card Station not retracting causing Layer Pads to fall from Pallet. Op having to get Overide Key from Security to allow entry to enable clearing of Layer Cards from inside Depal.,18,Breakdown
827277,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,21.0,Layer Card Station not retracting causing Layer Pads to fall from Pallet. Op having to get Overide Key from Security to allow entry to enable clearing of Layer Cards from inside Depal.,18,Breakdown
827820,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Cylinder/ Clamps,12.0,Clamps on doors not closing properly not allowing machine to move,18,Short Stop
827884,John Smiths/Pink,Machine Stop,De-palletiser,Infeed Conveyors,Sensor failure,4.0,,18,Short Stop
827944,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Fault not listed,14.0,jammed pallets- removed from machine and reset,18,Short Stop
828146,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,15.0,pallet jammed,18,Short Stop
828308,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,6.0,Dropped layer pads in lift,18,Short Stop
828313,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,11.0,Jammed pallets on outfeed,18,Short Stop
828373,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,6.0,JB Depal Infeed light guard tripped,18,Short Stop
828873,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,JB Layer card jam. Cleared and reset by depal techop,18,Short Stop
829030,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,6.0,Delay in getting Cans to the Line.,18,Short Stop
829066,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,17.0,Layer Pad trasferred with empty cans during sweeping process causing a full layer crash.,18,Breakdown
829094,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,4.0,Top Frame issues.,18,Short Stop
829616,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Fallen / Jammed cans,5.0,,18,Short Stop
829628,John Smiths/Pink,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,6.0,,18,Short Stop
830024,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,4.0,full pallet jam entering into lift area,18,Breakdown
830149,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,3.0,,18,Short Stop
830240,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,3.0,,18,Short Stop
830248,Strongbow/Yellow,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,13.0,layer card jam,18,Short Stop
830832,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Fault not listed,12.0,Instructed to knock off due to De-Palletiser Light Guard tripping out - Problem with Pallet catching Sensor.,18,Breakdown
830931,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Fallen / Jammed cans,91.0,Full Pallet collapsed and issues with Layer Pad removal.,18,Breakdown
830957,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,15.0,take off issue not in position had to do manually and sensor out of position,18,Short Stop
830961,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Sensor failure,24.0,Reflector smashed off at pad take off re fitted new reflector,18,Short Stop
831127,John Smiths/Pink,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,14.0,pallet stuck in front off lightguard,18,Short Stop
831184,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,Dropped layer pad in lift,18,Short Stop
831208,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,15.0,full pallet of layers pads fell in lift,18,Short Stop
831426,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Fault not listed,29.0,empty pallet stuck layer cards fallen off had to get the overide key and manually remove,18,Short Stop
831436,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,19.0,JB Depal Layercard lift not rising. Cleared cards and reset,18,Short Stop
831440,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Sensor mis-aligned,24.0,JB Empty pallet transfer not rising to transfer pallets to lift,18,Short Stop
831441,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Fault not listed,10.0,JB Empty pallet transfer not rising to transfer pallets to lift,18,Short Stop
831446,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Sensor dirty/ misaligned,26.0,layer pad take off fell into lift had to get over ride key craft realligned empty pallet stacker photoacell and monitoring layer pads,18,Short Stop
831511,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,14.0,stacker pallet,18,Short Stop
831679,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,3.0,Stop / Start with large gapping issues on De-Pall,18,Short Stop
831680,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,3.0,Stop / Start with large gapping issues on De-Pall,18,Short Stop
831681,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,3.0,Stop / Start with large gapping issues on De-Pall,18,Short Stop
831691,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,43.0,Dropped Layer Pad causing Empty Cans to fall over.,18,Short Stop
831714,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,18.0,layer card smash,18,Short Stop
831801,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,7.0,layer pad sweep jam,18,Short Stop
831825,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,7.0,pallet jam in lift,18,Short Stop
831888,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,9.0,layer cards dropped down lift,18,Breakdown
832500,Heineken/Orange,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,25.0,Pallet Jam,18,Short Stop
832642,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,11.0,damaged layer board fell into lift,18,Short Stop
833186,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,15.0,Informed to knock off Line 18 whilst De-Pal Op sorts Top Frame issues.,18,Breakdown
833250,Strongbow/Yellow,Machine Stop,De-palletiser,Full Pallet lift,Fault not listed,14.0,pallet stuck in the lift,18,Short Stop
833303,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,10.0,layer pad sweep jam,18,Short Stop
833365,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Layerpad gripper failure,17.0,Layer Pad stuck.,18,Short Stop
833394,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,4.0,Op having issues with Light Guard Tripping. Holding off until Conveyors have refilled with empty Cans.,18,Breakdown
833397,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,8.0,Continuing intermittent issues with the Ligh Guard Tripping.,18,Breakdown
833406,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Sensor mis-aligned,8.0,Light Guard Tripped.,18,Short Stop
833461,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,,18,Short Stop
833466,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,9.0,snapped top frame fell in lift blocking conveyor,18,Short Stop
833484,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,11.0,,18,Short Stop
833802,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Sensor mis-aligned,12.0,Light Guard Tripped.,18,Breakdown
834174,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Pallet Jammed,3.0,Pallet Jammed,18,Short Stop
835157,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Fallen / Jammed cans,6.0,JB Layer smash on outfeed conveyors,18,Short Stop
835215,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,28.0,"issues with layer card pick up alarming for no apparent reason,crafts have been called out,and adjudsted a sensor",18,Short Stop
835937,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Fallen / Jammed cans,10.0,JB Layer smash,18,Short Stop
835948,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Light guard - debanding station,6.0,JB Light guard tripped out,18,Short Stop
836167,Strongbow/Yellow,Machine Stop,De-palletiser,Discharge Conveyors,Human error,5.0,JB Line ran dry of cans while other line being walked around,18,Short Stop
836214,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,30.0,layer pad lift needed resyncing. Both 17 and 18 went down with same layer card lift malfunction,18,Short Stop
836267,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,24.0,,18,Short Stop
836657,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fault not listed,19.0,"Every Layer is not lifting high enough, so causing Cans to fall and damage when Sweeping.",18,Breakdown
836658,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,17.0,"Each Layer not lifting high enough, so when Sweep Arm comes across Cans are falling and being damaged.",18,Short Stop
836697,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Stack Jammed,17.0,empty pallet jammed in stacker.,18,Short Stop
836902,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,8.0,,18,Short Stop
837007,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Sensor mis-aligned,8.0,,18,Breakdown
837014,Fosters/Green,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,12.0,Jammed Layer Card Pallet on Outfeed Conveyors.,18,Breakdown
837134,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Out of sequence,7.0,Out of sequence,18,Short Stop
837137,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet stacker,Out of sequence,14.0,Out of sequence,18,Short Stop
837144,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,20.0,Jammed pallets on conveyors,18,Short Stop
837148,Heineken/Orange,Machine Stop,De-palletiser,Infeed Conveyors,Sensor mis-alignned,20.0,Sensor mis-alignned,18,Short Stop
837159,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Sensor mis-aligned,11.0,Sensor mis-aligned on outfeed conveyors,18,Short Stop
837165,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Sensor failure,7.0,sensors out of position on pallet discharge,18,Short Stop
837190,John Smiths/Pink,Machine Stop,De-palletiser,Discharge Conveyors,Pallet Jammed,15.0,,18,Short Stop
837216,John Smiths/Pink,Machine Stop,De-palletiser,Discharge Conveyors,Jammed pallet,6.0,jammed empty pallets caused lightguard to trip,18,Short Stop
837222,John Smiths/Pink,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,18.0,,18,Breakdown
837257,John Smiths/Pink,Machine Stop,De-palletiser,Infeed Conveyors,Light guard tripped,99.0,,18,Short Stop
837348,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,12.0,suction cups being replaced,18,Short Stop
837450,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,7.0,layercard dropped in the lift. Operator cleared and reset,18,Short Stop
837465,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,11.0,crushed and trapped full layer,18,Short Stop
837514,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,14.0,,18,Short Stop
837747,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,16.0,JB Top frame smash . Told to stop line to clear out cans on depal infeed,18,Short Stop
837749,Strongbow/Yellow,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,11.0,JB Depal sweep arm - fallen cans,18,Short Stop
837794,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,16.0,layer crash on swerep cleaned up,18,Short Stop
838062,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,6.0,JB Jammed pallet on infeed tripped light guard,18,Short Stop
838123,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Fault not listed,12.0,"Pallet not lifting high enough during each Sweep causing damaged / fallen Cans. Also a Layer Card had slid, causing more fallen Cans.",18,Short Stop
838487,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,4.0,Fallen / Damaged Cans,18,Short Stop
838592,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,45.0,Informed to stop off Depal Op due to a dropped Layer Card. Key required from Security to allow Access to clear Layer Card and fallen Cans.,18,Short Stop
838595,Heineken/Orange,Machine Stop,De-palletiser,Layer Sweep Assembly,Sensor mis-aligned,9.0,"Dropping layer card from height, operator in attendance.",18,Short Stop
838703,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,23.0,Layer cards fallen in lift,18,Short Stop
838854,John Smiths/Pink,Machine Stop,De-palletiser,Full Pallet lift,Fault not listed,9.0,Layer card fallen inside lift.,18,Short Stop
838858,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,8.0,Layer pads fallen in lift,18,Short Stop
838859,John Smiths/Pink,Machine Stop,De-palletiser,Layer Sweep Assembly,Sensor mis-aligned,23.0,"Dropping layer card, operator in attendance.",18,Short Stop
838935,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,12.0,,18,Short Stop
838995,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Layer sucker failure,25.0,Missing sucker. Replaced with new one.,18,Short Stop
839356,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Sensor mis-aligned,5.0,,18,Short Stop
839567,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,6.0,light barrier tripped,18,Short Stop
839571,Heineken/Orange,Machine Stop,De-palletiser,Discharge Conveyors,Lightguard,14.0,light guard tripped again on driver conveyors,18,Short Stop
839590,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,4.0,dropped layer pad,18,Short Stop
839618,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,2.0,dropped layer pad,18,Short Stop
839640,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,2.0,,18,Short Stop
839678,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Jammed pallet,15.0,Jammed pallet in lift add to drop all lifts manually and unblock / clear then reset in auto,18,Breakdown
839693,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,17.0,top frame snapped,18,Short Stop
839772,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,9.0,layer card jam,18,Short Stop
840319,Fosters/Green,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,5.0,,18,Short Stop
840359,Fosters/Green,Machine Stop,De-palletiser,Full Pallet lift,Sensor dirty/ misaligned,14.0,sensor out of position,18,Short Stop
840611,Heineken/Orange,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,11.0,snapped top fram,18,Short Stop
840631,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,5.0,dropped layerpad,18,Short Stop
840680,John Smiths/Pink,Machine Stop,De-palletiser,Top frame removal assembly,Fault not listed,8.0,broken top frame,18,Short Stop
840796,Strongbow/Yellow,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,6.0,JB Layer card problem,18,Short Stop
840867,Strongbow/Yellow,Machine Stop,De-palletiser,Infeed Conveyors,Sensor failure,12.0,infeed lightguard tripped,18,Short Stop
840943,Heineken/Orange,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,6.0,dropped layer board,18,Short Stop
841630,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Dropped layer pad,8.0,Several Dropped Layer Cards. Stopped Line to allow removal / Cans to replenish Conveyors.,18,Short Stop
841810,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,12.0,Empty Pallets not driving / loading in the Pallet Stacker.,18,Short Stop
841818,Fosters/Green,Machine Stop,De-palletiser,Empty pallet stacker,Out of sequence,9.0,Continuing issues with Empty Pallet Stacker - Craft in attendance.,18,Short Stop
841829,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Dropped top frame,7.0,Empty Pallet for the Top Frames has not drove into position..,18,Short Stop
841875,Fosters/Green,Machine Stop,De-palletiser,Infeed Conveyors,Fallen / Jammed cans,9.0,Clearing Cans from previous issue of skewed Pallets.,18,Short Stop
842096,John Smiths/Pink,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,28.0,Chain jammed and Conveyor (2) solenoid fell off for infeed pallet accumilating conveyors.,18,Breakdown
910028,John Smiths/Pink,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,52.0,Layer Pad Pallet not dropped centrally. Pallet wedged - having to re-stack Layer Pads. Craft in attendance as Lifter Table is not sitting horizontal. Looks like the Lifter Chains have jumped a Sprocket causing mis-alignment. MR.,18,Breakdown
842349,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,10.0,empty pallets jammed,18,Short Stop
842799,Fosters/Green,Machine Stop,De-palletiser,Layer pad take-off,Fault not listed,6.0,Dropped Layer Pad causing fallen and damaged Cans. MR.,18,Short Stop
844022,Heineken/Orange,Machine Stop,De-palletiser,Empty pallet conveyors,Out of sequence,4.0,Pallet stuck on pallet stop,18,Short Stop
844194,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Stack Jammed,4.0,Pallet jam. Op clearing. MR.,18,Short Stop
844211,Fosters/Green,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,20.0,Stopped to allow Depal Op clear jammed Empty Pallets and re-aligning Sensors. MR.,18,Short Stop
844289,Strongbow/Yellow,Machine Stop,De-palletiser,Top frame removal assembly,Dropped top frame,7.0,top frame dropped removed by hand,18,Short Stop
844450,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet stacker,Out of sequence,15.0,out of sync,18,Short Stop
844337,Strongbow/Yellow,Machine Stop,De-palletiser,Empty pallet conveyors,Jammed pallet,9.0,pallet jammed,18,Short Stop
844422,Fosters/Green,Machine Stop,De-palletiser,Discharge Conveyors,Fault not listed,3.0,Can Gap detection triggered on Conveyors from De-pal knocking Line off. Having to wait for Cans to catch up.,18,Short Stop
844428,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,17.0,Layer Sweep Crashes causing damage / fallen Cans. Craft adjusting the angle of swing due to catching Cans. MR.,18,Short Stop
844438,Fosters/Green,Machine Stop,De-palletiser,Layer Sweep Assembly,Fallen / Jammed cans,5.0,Checking previous adjustments on Sweeper Arm. MR.,18,Short Stop
